customer_id,customer_name,city,signup_date
278,Vinaya Dutt,Mumbai,2024-03-22
279,Lipika Anand,Delhi,2025-11-03
280,Gavin Patil,Mumbai,2024-09-09
281,Omaja D’Alia,Delhi,2024-06-13
282,Balvan Pradhan,Pune,2024-08-13
283,Jason Dhar,Delhi,2025-05-11
284,Maya Shankar,Pune,2025-07-29
285,Onkar Sampath,Mumbai,2024-05-16
286,Hemangini Suri,Pune,2024-07-03
287,Luke Bansal,Mumbai,2024-03-12
288,Zilmil Parmar,Pune,2024-08-30
289,Ikbal Suresh,Mumbai,2024-10-29
290,Eta Pau,Delhi,2024-08-15
291,Ijaya Om,Delhi,2024-12-26
292,Laban Suresh,Pune,2024-05-25
293,Dipta Deol,Pune,2025-06-23
294,Ladli Prasad,Mumbai,2024-07-20
295,Noah Deo,Delhi,2025-06-05
296,Qushi Lad,Delhi,2025-06-09
297,Jatin Babu,Delhi,2024-08-11
298,Veer Devan,Mumbai,2024-01-07
299,Anusha Mistry,Mumbai,2024-10-05
300,Mason Rajan,Pune,2024-12-02
301,Charan Narula,Mumbai,2025-08-23
302,Dalbir Gara,Mumbai,2025-11-11
303,Oeshi Bala,Pune,2025-09-15
304,Ethan Kamdar,Delhi,2024-12-01
305,Ishita Sinha,Mumbai,2024-06-09
306,Ridhi Chana,Mumbai,2024-03-22
307,Vincent Buch,Delhi,2024-10-17
308,Jai Nagarajan,Pune,2025-03-16
309,Sara Sachdeva,Delhi,2025-10-19
310,Wahab Pradhan,Mumbai,2025-08-09
311,Watika Bahri,Delhi,2024-10-16
312,Bhanumati Kumer,Pune,2024-01-04
313,Arin Pingle,Delhi,2024-04-02
314,Henry Bhat,Pune,2025-07-09
315,Vivaan Dayal,Pune,2024-04-22
316,Bachittar Viswanathan,Mumbai,2025-01-17
317,Omisha Bir,Pune,2024-06-09
318,Thomas Barad,Mumbai,2024-03-09
319,Indali Hora,Mumbai,2025-08-19
320,Varsha Nayak,Delhi,2025-09-22
321,Brijesh Tata,Delhi,2025-02-09
322,Ronith Ravi,Mumbai,2024-06-30
323,Ekapad Sachdeva,Delhi,2024-09-10
324,Ucchal Chacko,Delhi,2024-05-12
325,Brijesh Rao,Delhi,2024-10-20
326,Falan Pradhan,Delhi,2025-10-19
327,Widisha Hans,Delhi,2025-06-04
328,Balendra Kannan,Delhi,2024-01-29
329,Daksha Sani,Pune,2025-05-21
330,Advaith Bali,Delhi,2024-12-31
331,Ojas Bahl,Delhi,2024-10-16
332,Jack Venkataraman,Pune,2024-11-19
333,Benjamin Wason,Mumbai,2025-04-24
334,Sai Ramachandran,Delhi,2025-10-10
335,Nitesh Chaudhari,Mumbai,2025-12-13
336,Arunima Gill,Delhi,2024-11-07
337,Irya Murty,Mumbai,2024-12-19
338,Kamala Korpal,Delhi,2025-03-31
339,Bahadurjit Gaba,Delhi,2025-10-12
340,Benjamin Bail,Mumbai,2024-08-03
341,Robert Baria,Delhi,2025-10-20
342,Divya Sethi,Pune,2024-08-31
343,Bimala Sarraf,Delhi,2025-09-05
344,Harita D’Alia,Pune,2024-09-01
345,Yashoda Bal,Pune,2025-11-18
346,Ria Badal,Pune,2025-08-05
347,Nandini Tank,Delhi,2025-08-10
348,Eesha Ramakrishnan,Pune,2025-01-19
349,Urvi Bakshi,Pune,2024-01-22
350,Jalsa Goyal,Pune,2025-12-31
351,Alka Date,Delhi,2025-10-14
352,Tanmayi Dani,Delhi,2025-09-13
353,Alexander Sundaram,Pune,2025-06-05
354,Triya Dani,Delhi,2025-01-28
355,Bhavini Nazareth,Pune,2024-08-23
356,Viraj Baria,Delhi,2025-12-12
357,Krishna Nazareth,Mumbai,2024-06-15
358,Sneha Iyer,Mumbai,2025-05-23
359,Ridhi Chacko,Mumbai,2025-05-19
360,Viraj Rana,Delhi,2025-04-25
361,Lila Thaker,Pune,2025-06-25
362,Amol Cheema,Pune,2024-11-21
363,Geetika Gera,Delhi,2024-12-24
364,Ishani Oak,Pune,2024-08-09
365,Suhani Vohra,Pune,2024-07-22
366,Ganga Mangat,Delhi,2024-08-11
367,Liam Naik,Pune,2024-12-20
368,Harshil Khanna,Mumbai,2025-10-20
369,Udyati Raman,Delhi,2024-03-15
370,Lekha Keer,Pune,2024-04-01
371,Radha D’Alia,Delhi,2024-10-05
372,Avni Bhagat,Pune,2025-10-26
373,Anvi Narasimhan,Pune,2024-01-16
374,Tristan Misra,Delhi,2025-07-01
375,Lipika Tripathi,Delhi,2024-12-06
376,Eesha Sandal,Mumbai,2024-10-15
377,Siya Vyas,Mumbai,2024-03-22
378,Chatresh Khalsa,Mumbai,2024-05-19
379,Ryan Sant,Delhi,2025-08-17
380,Abha Joshi,Pune,2025-07-29
381,Balendra Kala,Delhi,2024-12-25
382,Chavvi Chopra,Mumbai,2024-09-06
383,Lakshit Bora,Pune,2024-05-22
384,Maya Bahri,Delhi,2024-01-04
385,Max Koshy,Pune,2024-08-11
386,Om Dayal,Pune,2025-12-31
387,Brinda Parmer,Mumbai,2024-04-10
388,Balveer Bava,Delhi,2025-06-15
389,Krish Ahluwalia,Pune,2025-09-02
390,Caleb Nori,Pune,2025-07-21
391,Peter Gandhi,Delhi,2024-07-05
392,Chaitaly Goel,Pune,2025-04-16
393,Abeer Muni,Delhi,2024-02-22
394,Kiaan Kata,Pune,2025-07-30
395,Quincy Varkey,Delhi,2025-08-05
396,Aishani Prabhakar,Pune,2025-07-10
397,Ekaja De,Pune,2024-05-08
398,Harrison Deol,Pune,2024-03-11
399,Lucky Bahri,Pune,2024-08-07
400,Radha Shere,Mumbai,2025-09-03
401,Urvashi Dass,Pune,2025-01-02
402,Nitesh Kurian,Delhi,2026-01-01
403,Odika Pradhan,Delhi,2024-08-31
404,Ekaja Bala,Mumbai,2025-05-31
405,Kiaan Bandi,Mumbai,2025-01-22
406,Daksh Sarkar,Pune,2024-02-23
407,Wyatt Bakshi,Delhi,2024-09-29
408,Fitan Thakkar,Mumbai,2024-07-09
409,Pallavi Gaba,Pune,2024-05-24
410,Kala Brar,Mumbai,2025-06-01
411,Chaitaly Chhabra,Mumbai,2025-02-10
412,Ekavir Ahluwalia,Delhi,2025-01-09
413,Vedant Dara,Mumbai,2025-09-15
414,Maanas Chawla,Delhi,2024-05-30
415,Ridhi Buch,Delhi,2025-07-08
416,Pallavi Bir,Pune,2025-05-27
417,Ekavir Dayal,Pune,2024-08-08
418,Neelima Sanghvi,Pune,2025-12-13
419,Faraj Ganesh,Mumbai,2024-03-08
420,Ojasvi Barman,Pune,2025-10-24
421,Jhalak Bhagat,Pune,2025-10-01
422,Harish Sinha,Pune,2024-02-22
423,Upadhriti Patil,Delhi,2025-04-06
424,Wahab Ahuja,Pune,2024-05-10
425,Bachittar Kothari,Pune,2025-08-03
426,Devika Lanka,Pune,2024-06-12
427,Tara Kalita,Pune,2025-01-01
428,Upadhriti Kalla,Mumbai,2024-07-10
429,Nakul Sarin,Pune,2024-11-05
430,Madhav Brar,Pune,2025-09-25
431,Ronith Kumer,Delhi,2025-12-08
432,Ekanta Bahl,Mumbai,2025-06-17
433,Tristan Dar,Delhi,2025-12-15
434,Chasmum Sodhi,Pune,2024-04-26
435,Madhavi Doshi,Pune,2025-06-30
436,Tanveer Balasubramanian,Delhi,2025-09-05
437,Veda Bali,Delhi,2025-11-02
438,Chaitaly Kurian,Pune,2024-01-29
439,Aadhya Pathak,Mumbai,2024-10-14
440,Rishi Mander,Pune,2025-10-11
441,Reva Oak,Mumbai,2025-12-19
442,Tarak Muni,Mumbai,2025-11-26
443,Chatura Bhat,Pune,2025-08-26
444,Vansha Chaudhuri,Pune,2025-06-07
445,Aahana Kapoor,Mumbai,2025-05-19
446,Tejas Char,Mumbai,2025-09-18
447,Tripti Sankar,Delhi,2025-08-20
448,Naksh Maharaj,Mumbai,2025-02-23
449,Zarna Lall,Pune,2024-04-05
450,Wazir Chacko,Delhi,2025-10-03
451,Urvi Rastogi,Pune,2025-10-09
452,Luke Nair,Mumbai,2024-03-08
453,Irya Mallick,Mumbai,2025-04-26
454,Kavya Varughese,Delhi,2025-05-05
455,Bimala Dhingra,Mumbai,2024-01-13
456,Alexander Rau,Delhi,2024-05-02
457,Upkaar Mannan,Pune,2024-12-16
458,Gabriel Hans,Pune,2024-09-17
459,Jack Mand,Pune,2025-04-07
460,Frederick Kant,Delhi,2024-09-14
461,Max Nazareth,Delhi,2025-04-13
462,Pooja Gaba,Mumbai,2025-01-01
463,Ojasvi Dutt,Delhi,2025-04-03
464,Bachittar Grewal,Pune,2024-07-08
465,Yashoda Sarma,Pune,2025-04-09
466,Wahab Yadav,Mumbai,2025-12-01
467,Chakradhar Narain,Pune,2024-02-09
468,Yatan Krishnamurthy,Pune,2024-09-10
469,Luke Tripathi,Pune,2025-01-01
470,Karan Buch,Delhi,2024-12-15
471,Advika Rastogi,Delhi,2025-10-11
472,Sathvik Deo,Pune,2024-04-04
473,Bishakha Chander,Delhi,2024-07-25
474,Hamsini Sankaran,Delhi,2024-01-27
475,Anay Sachdeva,Mumbai,2024-04-27
476,Yachana Dugal,Pune,2024-06-14
477,Gabriel Oza,Delhi,2024-04-20
478,Triya Soni,Pune,2024-10-29
479,Lekha Upadhyay,Delhi,2024-02-20
480,Girindra Randhawa,Mumbai,2024-04-28
481,Ronith Manda,Delhi,2024-04-28
482,Laksh Sidhu,Pune,2024-04-07
483,Madhav Date,Pune,2024-03-29
484,Yoshita Suresh,Pune,2024-05-16
485,Nakul Solanki,Mumbai,2024-11-09
486,Vritti Chokshi,Delhi,2025-10-16
487,Janya Johal,Delhi,2025-11-10
488,Chanchal Khalsa,Mumbai,2024-04-07
489,Anthony Chahal,Pune,2024-08-01
490,Amaira Chakrabarti,Pune,2025-11-24
491,Yashawini Nigam,Delhi,2025-06-21
492,Sachi Bedi,Pune,2025-09-22
493,Ryan Khosla,Pune,2025-10-23
494,Kevin Ratta,Pune,2025-03-11
495,Chaitaly Prasad,Mumbai,2025-06-28
496,Pratyush Dhaliwal,Pune,2025-04-03
497,Triveni Srinivas,Mumbai,2025-03-21
498,Fitan Wagle,Pune,2024-09-12
499,Chaitanya Bhakta,Pune,2024-06-10
500,Varenya Viswanathan,Pune,2024-03-30
501,Pavani Raman,Mumbai,2025-05-14
502,Chaaya Tripathi,Mumbai,2025-07-23
503,Krish Puri,Pune,2025-08-17
504,Aahana Chaudhry,Mumbai,2024-03-24
505,Reyansh Mohanty,Pune,2025-11-29
506,Mekhala Konda,Pune,2025-10-08
507,Divya Chowdhury,Delhi,2025-09-14
508,Girindra Nadig,Pune,2024-01-26
509,Hardik Bahri,Delhi,2025-01-08
510,Anthony Shanker,Mumbai,2025-10-19
511,Chatresh Mahal,Pune,2025-03-13
512,Girik Sant,Pune,2025-05-03
513,Krish Sharaf,Pune,2024-12-05
514,Arin Sarkar,Delhi,2025-11-07
515,Tanmayi Sharma,Pune,2024-08-21
516,George Dalal,Delhi,2025-05-29
517,Warhi Sood,Delhi,2025-05-25
518,Tristan Patla,Delhi,2025-08-12
519,Aditya Gaba,Mumbai,2024-09-11
520,Kiaan Chana,Pune,2024-04-14
521,Vedant Madan,Delhi,2025-04-06
522,Ikshita Garde,Pune,2024-07-07
523,Charita Batra,Pune,2024-02-03
524,Upma Parmer,Delhi,2025-05-09
525,Abeer Lal,Mumbai,2024-03-10
526,Samesh Dasgupta,Mumbai,2024-03-12
527,Edhitha Sani,Delhi,2025-03-22
528,Amara Lalla,Mumbai,2025-12-24
529,Vedika Parikh,Pune,2024-05-01
530,Bhavika Deol,Mumbai,2024-06-18
531,Chakradev Kalla,Mumbai,2024-05-01
532,Joshua Bajaj,Mumbai,2025-09-06
533,Imaran Bhatt,Delhi,2025-01-31
534,Advika Virk,Pune,2024-10-14
535,Chandani Nagar,Pune,2024-07-17
536,Jonathan Rastogi,Delhi,2025-11-05
537,Lohit Narayanan,Pune,2025-08-23
538,Siya Atwal,Delhi,2024-02-25
539,Ekiya Dora,Mumbai,2024-02-10
540,Abeer Mammen,Pune,2024-01-17
541,Aachal Pall,Mumbai,2024-05-27
542,Waida Char,Mumbai,2024-11-10
543,Adweta Ramesh,Pune,2024-04-21
544,Vasudha Bumb,Mumbai,2024-10-21
545,Jeremiah Varghese,Pune,2024-09-17
546,Varsha Golla,Pune,2025-10-27
547,Omaja Joshi,Pune,2025-05-09
548,Janani Rege,Delhi,2024-02-03
549,Dalaja Sehgal,Mumbai,2025-05-11
550,Chandani Sodhi,Mumbai,2024-05-11
551,Arya Bath,Mumbai,2025-09-23
552,Urvi Halder,Mumbai,2024-04-19
553,Jagat Ramanathan,Delhi,2024-06-04
554,Timothy Divan,Delhi,2025-03-28
555,Samaksh Acharya,Mumbai,2025-06-23
556,Hemal Arora,Pune,2025-03-02
557,Kritika Krish,Mumbai,2024-02-04
558,Yashvi Soman,Mumbai,2024-09-11
559,Charan Aggarwal,Pune,2025-03-19
560,Brijesh Bansal,Delhi,2025-10-19
561,Shivani Banerjee,Mumbai,2025-12-07
562,Ethan Deep,Mumbai,2025-07-22
563,Ojas Natarajan,Mumbai,2024-10-07
564,Darpan Kara,Mumbai,2025-01-29
565,Ekapad Dyal,Delhi,2025-04-23
566,Noah Kale,Delhi,2024-04-20
567,Jasmit Merchant,Pune,2025-11-06
568,Lakshit Goda,Mumbai,2025-01-23
569,Liam Contractor,Mumbai,2025-03-27
570,Xavier Bail,Delhi,2025-05-03
571,Indrajit Choudhary,Pune,2025-09-19
572,Dalaja Kalita,Pune,2024-01-19
573,Amrita Som,Mumbai,2024-02-10
574,Mitesh Bhakta,Pune,2024-07-15
575,Dhriti Khosla,Pune,2025-09-11
576,Akshay Gupta,Pune,2024-08-27
577,Ishanvi Sane,Pune,2024-03-06
578,Alka Sunder,Pune,2024-06-18
579,Tanmayi Subramanian,Delhi,2025-10-27
580,Nitara Natt,Mumbai,2025-08-18
581,Oni Ramachandran,Delhi,2025-05-07
582,Panini Dhar,Pune,2025-12-27
583,Ijaya Sha,Mumbai,2024-04-12
584,Bhanumati Verma,Pune,2025-10-19
585,Tripti Kurian,Pune,2024-10-28
586,Saksham Yadav,Mumbai,2024-03-01
587,Yachana Basak,Delhi,2025-08-13
588,Jeet Sanghvi,Pune,2025-02-18
589,Zarna Comar,Delhi,2024-10-23
590,Janaki Chad,Mumbai,2025-11-14
591,Sathvik Walia,Delhi,2024-10-20
592,Qushi Mandal,Pune,2025-11-07
593,Wridesh Issac,Delhi,2024-10-11
594,Yug Dutta,Mumbai,2025-08-30
595,Adweta Sur,Delhi,2024-10-23
596,Urvashi Sibal,Mumbai,2024-08-13
597,Vedhika Bath,Pune,2024-02-29
598,Charita Balan,Pune,2024-02-20
599,Abeer Rama,Delhi,2025-04-25
600,Vidhi Uppal,Pune,2024-08-03
601,Naksh Sankaran,Mumbai,2024-09-10
602,Jagrati Virk,Pune,2024-07-12
603,Wahab Saraf,Pune,2025-05-30
604,Gunbir Nigam,Mumbai,2025-08-05
605,Inaya Muni,Pune,2025-11-05
